id	Drillhole	Texture	Sample 	Location	Analysis 	Depth	Mg24	Al27	Si29	P31	Ca43	Sc45	Ti49	V51	Cr53	Mn55	Co59	Ni60	Cu65	Zn66	Ga69	As75	Sr88	Y89	Zr90	Nb93	Mo95	Sn118	Sb121	Ba137	La139	Ce140	Pr141	Nd146	Sm147	Eu153	Gd157	Tb159	Dy163	Ho165	Er166	Tm169	Yb172	Lu175	Hf178	Ta181	W182	Pb206	Pb207	Pb208	Th232	U238	sumREY
9	RD1247	Clean Hm	6167.00	Deposit edge SE, Presence of BIF?	6167Hm-1	786.00	4348.72	1356.00	37486.14	24.10	6467.75	2.67	19.52	11.54	0.40	3602.97	10.05	2.25	4.96	31.79	3.40	NA	5.79	0.72	15.61	4.97	149.74	2.40	7.94	29.68	0.49	0.92	0.10	0.24	0.08	0.05	0.15	0.06	0.13	0.03	0.09	0.02	0.27	0.03	0.48	0.01	0.90	8.71	4.23	3.85	0.49	1.42	3.38
10	RD1247	Clean Hm	6167.00	Deposit edge SE, Presence of BIF?	6167Hm-2	786.00	2015.56	719.72	10948.63	45.00	2205.50	2.58	11.26	9.09	0.29	4215.56	19.85	1.79	0.86	44.84	2.29	NA	2.30	0.83	5.03	9.15	140.34	2.50	6.08	11.74	0.36	0.88	0.09	0.30	0.07	0.03	0.17	0.02	0.19	0.07	0.14	0.02	0.30	0.05	0.26	0.04	1.26	15.95	4.37	4.12	0.39	2.06	3.51
11	RD1247	Clean Hm	6167.00	Deposit edge SE, Presence of BIF?	6167Hm-3	786.00	889.82	386.22	13842.30	1111.11	3741.61	4.46	6.64	2.80	0.27	185.64	1.12	0.62	0.96	4.01	3.29	NA	5.17	9.54	2.12	26.22	26.04	1.39	4.16	6.68	14.73	32.07	4.52	16.66	2.80	0.42	2.50	0.36	1.46	0.26	0.65	0.08	0.64	0.09	0.10	0.17	0.37	3.17	1.99	1.95	0.56	0.67	86.80
12	RD1247	Clean Hm	6167.00	Deposit edge SE, Presence of BIF?	6167Hm-4	786.00	2010.99	776.28	21445.71	23.88	3437.46	3.92	9.69	2.53	0.48	26.85	0.46	1.24	625.00	7.65	3.38	NA	3.61	0.29	10.53	9.77	21.07	1.96	3.53	23.41	0.19	0.40	0.05	0.15	0.09	0.04	0.08	0.01	0.07	0.02	0.01	0.01	0.20	0.03	0.47	0.04	3.00	2.95	2.33	2.10	0.20	0.60	1.62
13	RD1247	Clean Hm	6167.00	Deposit edge SE, Presence of BIF?	6167Hmvein-1	786.00	517.27	301.72	1023.54	40.93	187.59	4.07	1.55	3.05	0.28	115.57	1.17	1.94	1.08	1.95	4.96	NA	0.77	0.10	0.22	0.08	28.28	0.10	9.01	1.18	0.05	0.19	0.01	0.07	0.03	0.02	0.02	0.01	0.04	0.01	0.07	0.12	0.12	0.03	0.01	0.00	0.14	0.88	1.10	0.71	0.28	0.43	0.87
14	RD1247	Hm from Mt/Hm conversions	6167.00	Deposit edge SE, Presence of BIF?	6167Hmvein-10	786.00	14282.33	5047.60	194375.34	36.23	39582.23	2.74	118.04	102.03	3.17	673.11	2.95	0.59	6.38	23.00	3.65	NA	21.69	6.93	67.35	676.58	126.74	84.49	11.56	116.20	1.61	2.92	0.40	1.72	0.31	0.15	0.34	0.10	0.69	0.07	0.14	0.05	0.47	0.05	1.95	2.24	146.01	89.32	23.53	20.62	0.83	11.14	15.95
15	RD1247	Hm from Mt/Hm conversions	6167.00	Deposit edge SE, Presence of BIF?	6167Hmvein-12	786.00	135.42	1365.47	12942.40	42.16	448.17	0.08	78.19	77.64	0.36	71.85	94.45	13.65	18.24	5.69	2.23	NA	3.79	8.30	1.51	496.49	401.25	45.13	53.84	8.79	4.34	7.36	0.68	2.13	0.51	0.29	0.82	0.19	2.24	0.35	0.82	0.18	1.05	0.13	0.07	1.87	137.40	525.06	106.96	90.47	16.56	74.84	29.38
16	RD1247	Hm from Mt/Hm conversions	6167.00	Deposit edge SE, Presence of BIF?	6167Hmvein-13	786.00	1127.60	1834.41	23994.49	15.25	2742.19	0.82	86.44	135.94	0.36	114.09	5.28	0.13	4.85	6.64	1.56	NA	4.74	1.25	8.16	1055.69	189.93	67.40	44.07	20.02	0.95	2.51	0.26	1.13	0.17	0.11	0.38	0.07	0.49	0.08	0.26	0.05	0.17	0.03	0.26	2.93	271.12	139.86	29.06	22.52	2.68	24.13	7.92
17	RD1247	Hm from Mt/Hm conversions	6167.00	Deposit edge SE, Presence of BIF?	6167Hmvein-14	786.00	2283.86	1967.41	28933.07	33.30	4121.64	0.55	101.08	105.20	0.47	295.90	13.73	1.91	9.26	10.08	1.78	NA	5.43	1.39	12.01	776.39	193.03	65.28	28.08	24.71	1.54	3.07	0.34	0.92	0.17	0.10	0.16	0.08	0.32	0.04	0.14	0.03	0.20	0.04	0.49	2.66	174.20	127.01	29.99	24.42	2.35	26.69	8.53
18	RD1247	Hm from Mt/Hm conversions	6167.00	Deposit edge SE, Presence of BIF?	6167Hmvein-15	786.00	1792.07	1765.23	24241.64	18.12	3315.09	0.40	73.28	96.89	1.41	95.76	65.10	1.72	15.84	5.89	1.86	NA	5.71	1.69	9.68	770.19	277.26	70.39	43.72	23.96	1.85	4.06	0.39	1.35	0.46	0.09	0.43	0.07	0.69	0.07	0.31	0.05	0.26	0.04	0.38	2.49	198.47	288.08	63.18	52.95	3.02	31.70	11.80
19	RD1247	Clean Hm	6167.00	Deposit edge SE, Presence of BIF?	6167Hmvein-2	786.00	280.14	203.71	3186.77	29.92	1315.73	1.30	2.81	0.36	0.62	5.69	0.51	0.73	28.14	1.37	2.46	NA	0.84	0.30	1.78	0.03	26.49	0.05	11.42	2.39	0.05	0.18	0.03	0.07	0.01	0.01	0.01	0.06	0.07	0.02	0.08	0.05	0.23	0.14	0.05	0.01	0.17	0.43	0.86	1.21	0.04	0.41	1.29
20	RD1247	Clean Hm	6167.00	Deposit edge SE, Presence of BIF?	6167Hmvein-3	786.00	103.76	105.90	2251.56	23.70	219.96	4.38	4.97	0.69	0.36	6.06	0.57	2.71	3.99	0.69	3.79	NA	0.06	2.07	0.38	0.00	18.80	0.09	8.44	0.87	0.07	0.12	0.01	0.02	0.00	0.00	0.02	0.01	0.05	0.01	0.04	0.02	0.14	0.02	0.01	0.00	0.01	0.61	0.69	0.77	0.01	0.25	2.61
21	RD1247	Clean Hm	6167.00	Deposit edge SE, Presence of BIF?	6167Hmvein-4	786.00	458.97	203.75	7549.63	76.97	992.24	7.91	3.73	0.77	0.73	12.62	0.82	1.16	0.84	3.06	1.28	NA	1.71	0.70	1.80	0.59	129.85	0.23	7.21	33.18	1.55	4.82	0.06	2.92	0.10	0.03	0.14	0.02	0.21	0.04	0.12	0.03	0.43	0.08	0.07	0.00	0.10	13.41	5.51	5.91	0.09	0.67	11.26
22	RD1247	Clean Hm	6167.00	Deposit edge SE, Presence of BIF?	6167Hmvein-5	786.00	913.30	255.90	14250.40	24.77	1279.51	7.22	5.49	1.25	0.19	7.06	1.41	2.66	3.06	3.72	1.89	NA	0.94	0.13	3.38	0.10	67.91	0.19	2.03	8.86	0.12	0.29	0.04	0.08	0.03	0.01	0.01	0.01	0.02	0.01	0.07	0.01	0.10	0.02	0.13	0.01	0.04	2.57	2.25	1.93	0.04	0.26	0.91
23	RD1247	Clean Hm	6167.00	Deposit edge SE, Presence of BIF?	6167Hmvein-6	786.00	1242.83	270.76	10866.72	5.82	3410.44	3.35	6.84	0.58	0.42	200.59	0.24	2.05	0.79	1.87	2.44	NA	1.05	0.38	0.55	0.03	107.20	0.17	7.58	4.86	0.05	0.14	0.15	0.50	0.35	0.16	0.33	0.05	0.12	0.04	0.19	0.02	0.11	0.05	0.13	0.01	0.04	0.48	0.13	1.10	0.03	0.19	2.63
24	RD1247	Clean Hm	6167.00	Deposit edge SE, Presence of BIF?	6167Hmvein-7	786.00	874.76	322.48	13491.95	22.13	291.68	4.17	6.73	1.13	1.27	11.77	0.48	1.32	2.07	2.50	2.42	NA	1.08	0.19	3.37	1.56	39.94	0.16	4.42	7.41	0.11	0.28	0.03	0.04	0.00	0.02	0.03	0.00	0.03	0.00	0.07	0.03	0.18	0.04	0.10	0.02	0.28	2.15	1.64	1.46	0.17	0.28	1.05
25	RD1247	Clean Hm	6167.00	Deposit edge SE, Presence of BIF?	6167Hmvein-8	786.00	1073.24	297.20	8950.95	24.02	578.46	3.95	8.53	0.77	1.06	39.97	0.13	0.48	84.05	2.38	2.73	NA	0.58	0.14	1.39	0.03	17.33	0.18	5.40	3.16	0.06	0.15	0.01	0.05	0.03	0.00	0.05	0.01	0.09	0.01	0.02	0.01	0.15	0.02	0.02	0.00	0.09	1.36	0.92	0.83	0.05	0.45	0.80
26	RD1247	Clean Hm	6167.00	Deposit edge SE, Presence of BIF?	6167Hmvein-9	786.00	1760.45	3976.95	11361.87	7.01	4453.01	0.81	121.96	116.28	0.19	2771.51	6.90	1.35	2.25	29.73	3.10	NA	3.86	4.12	4.34	789.75	126.19	84.98	10.88	14.72	1.18	2.55	0.31	1.01	0.21	0.09	0.30	0.08	0.40	0.09	0.23	0.05	0.32	0.05	0.35	2.74	184.44	87.49	19.17	16.27	0.78	13.09	10.99
67	RU65-8230	Hm from Mt/Hm conversions	7409.00	Deposit edge NE, mafic dykes, presence of BIF?	7409Hm-1	364.00	1490.31	869.40	4637.43	6.05	2103.31	0.07	421.58	38.35	0.32	719.28	6.83	16.87	141.28	52.84	5.73	13.55	6.40	4.26	1.22	30.05	57.18	5.19	3.94	9.27	46.55	79.26	6.59	17.24	1.36	0.24	0.87	0.12	0.67	0.14	0.56	0.13	1.31	0.25	0.04	1.28	418.55	169.69	24.09	9.39	1.17	173.66	159.54
68	RU65-8230	Clean Hm	7409.00	Deposit edge NE, mafic dykes, presence of BIF?	7409Hm-10	364.00	32.24	267.25	834.55	35.71	171.24	0.44	35.50	9.87	0.30	7.59	0.21	1.37	10.70	2.11	2.75	27.75	0.25	2.29	0.03	1.12	8.88	0.23	6.46	0.68	0.31	0.50	0.09	0.29	0.12	0.11	0.08	0.06	0.47	0.04	0.18	0.03	0.24	0.07	0.03	0.01	0.74	1.32	1.15	0.66	0.05	0.78	4.88
69	RU65-8230	Hm from Mt/Hm conversions	7409.00	Deposit edge NE, mafic dykes, presence of BIF?	7409Hm-2	364.00	8717.21	522.56	3258.20	59.73	733.34	0.18	866.18	46.15	0.74	2225.37	10.44	25.83	48.44	29.95	5.41	23.17	6.91	6.25	3.95	107.02	101.75	9.91	4.79	9.82	172.54	307.98	29.78	92.32	9.77	1.34	5.13	0.79	1.83	0.28	1.01	0.15	1.32	0.29	0.02	2.39	465.44	209.33	30.01	12.35	6.89	242.27	630.79
70	RU65-8230	Hm from Mt/Hm conversions	7409.00	Deposit edge NE, mafic dykes, presence of BIF?	7409Hm-3	364.00	490.86	591.08	2809.69	19.02	472.26	0.06	732.56	33.41	0.26	166.94	6.92	26.12	28.52	30.08	4.60	26.19	7.45	7.55	3.33	103.47	117.85	5.73	5.59	10.45	110.49	219.49	18.94	55.48	4.61	0.75	2.95	0.32	1.51	0.33	1.04	0.21	1.65	0.47	0.12	0.88	509.04	263.41	35.33	9.87	4.44	359.21	425.80
71	RU65-8230	Hm from Mt/Hm conversions	7409.00	Deposit edge NE, mafic dykes, presence of BIF?	7409Hm-4	364.00	48.34	440.67	967.81	7.18	396.81	0.09	502.73	19.87	0.35	49.12	7.56	10.18	6.57	38.33	4.13	25.01	12.50	13.83	2.08	119.49	139.45	5.80	5.72	18.37	292.62	548.95	44.74	126.72	9.91	1.61	5.33	0.58	3.31	0.67	2.23	0.41	3.62	0.69	0.00	0.52	599.94	878.52	101.66	9.12	25.69	1330.44	1055.22
72	RU65-8230	Hm from Mt/Hm conversions	7409.00	Deposit edge NE, mafic dykes, presence of BIF?	7409Hm-5	364.00	39.96	271.11	1000.51	71.65	581.41	0.10	583.62	33.88	0.34	45.94	16.10	29.77	10.18	23.23	4.05	31.17	10.33	9.74	2.93	96.11	531.24	7.25	9.27	13.29	243.72	408.45	36.35	108.77	8.84	1.46	5.46	0.55	2.67	0.54	1.70	0.29	2.60	0.50	0.04	0.94	513.08	619.68	80.31	21.68	18.93	825.84	831.64
73	RU65-8230	Clean Hm	7409.00	Deposit edge NE, mafic dykes, presence of BIF?	7409Hm-6	364.00	97.62	315.99	1008.11	31.51	89.39	1.89	56.18	14.42	0.28	24.84	0.50	1.10	1.27	0.53	3.16	16.34	0.82	1.50	0.08	1.24	10.67	0.34	6.25	1.42	0.40	1.02	0.11	0.39	0.14	0.01	0.13	0.04	0.38	0.12	0.36	0.05	0.69	0.20	0.00	0.02	0.79	0.37	0.20	0.22	0.21	0.51	5.51
74	RU65-8230	Clean Hm	7409.00	Deposit edge NE, mafic dykes, presence of BIF?	7409Hm-7	364.00	160.64	327.24	959.04	45.46	72.54	1.27	45.51	13.66	0.34	29.88	0.61	1.28	1.05	0.23	4.36	33.86	0.31	0.46	0.07	0.99	3.22	0.51	17.39	1.18	0.17	0.26	0.03	0.18	0.04	0.00	0.05	0.01	0.11	0.02	0.09	0.02	0.17	0.08	0.01	0.00	1.05	0.47	0.31	0.32	0.08	0.31	1.69
75	RU65-8230	Clean Hm	7409.00	Deposit edge NE, mafic dykes, presence of BIF?	7409Hm-8	364.00	191.54	364.48	791.42	25.47	69.00	0.84	5.58	6.62	0.44	26.08	0.23	0.89	486.39	0.26	3.86	20.27	0.34	0.06	0.01	0.06	9.41	0.44	9.32	0.36	0.04	0.20	0.02	0.04	0.02	0.01	0.03	0.02	0.02	0.08	0.02	0.00	0.04	0.02	0.01	0.00	1.85	0.79	0.28	0.27	0.00	0.64	0.60
76	RU65-8230	Clean Hm	7409.00	Deposit edge NE, mafic dykes, presence of BIF?	7409Hm-9	364.00	292.11	318.25	802.64	28.40	79.12	1.00	29.82	7.07	0.43	104.23	0.50	1.70	1.12	5.69	4.89	15.41	0.39	0.97	0.03	0.56	24.93	0.41	5.38	0.61	0.20	0.40	0.04	0.26	0.01	0.03	0.12	0.03	0.13	0.03	0.08	0.12	0.22	0.07	0.00	0.05	0.75	2.58	0.57	0.70	0.08	0.73	2.72
1	RU65-7976	martite	11OD	Deposit edge NE, Presence of BIF?	11AODHM1	431.20	177.74	905.86	2320.76	18.30	672.04	0.22	189.74	33.43	26.20	79.40	1.12	32.72	11.10	48.51	0.00	2.72	5.73	4.56	1.13	2531.03	0.23	457.19	3.85	NA	1.35	3.16	0.31	0.80	0.23	0.09	0.48	0.13	0.99	0.29	1.30	0.31	2.37	0.45	NA	3.04	182.34	222.91	25.32	2.55	14.61	271.27	16.81
2	RU65-7976	martite	11OD	Deposit edge NE, Presence of BIF?	11AODHM2	431.20	334.76	452.50	1671.22	19.71	3614.50	0.24	255.39	37.47	29.24	252.99	5.32	32.07	81.02	135.35	0.00	3.62	16.18	13.82	1.77	4841.88	0.36	533.20	2.96	NA	39.02	118.20	18.50	78.93	12.68	1.30	5.82	0.65	3.50	0.77	2.22	0.43	2.79	0.51	NA	9.71	357.18	286.94	33.26	3.49	19.70	303.13	299.14
3	RU65-7976	martite	11OD	Deposit edge NE, Presence of BIF?	11OD1c-15	431.20	20.13	387.52	533.89	6.10	63.06	0.04	158.06	30.84	0.65	54.45	2.31	2.76	4.36	72.10	2.50	0.53	5.40	3.12	1.25	572.68	72.71	64.15	NA	NA	11.11	25.40	1.92	5.67	0.60	0.10	0.39	0.10	0.57	0.19	0.69	0.13	1.68	0.33	NA	1.97	424.78	470.01	49.65	5.81	36.57	542.79	52.00
4	RU65-7976	martite	11OD	Deposit edge NE, Presence of BIF?	11OD1c-16	431.20	12.84	132.83	397.48	8.51	434.20	0.11	237.78	58.64	0.32	26.65	1.58	6.49	2.99	19.56	3.84	18.58	11.10	6.95	0.95	277.71	92.25	38.16	NA	NA	14.70	40.98	2.74	10.12	1.26	0.24	1.16	0.23	1.84	0.49	1.59	0.40	3.50	0.55	NA	2.78	623.86	641.43	66.43	9.01	25.74	798.16	86.75
5	RU65-7976	martite	11OD	Deposit edge NE, Presence of BIF?	11OD1c-17	431.20	38.94	381.60	727.83	2.49	398.85	0.04	132.27	57.71	1.01	43.86	0.83	5.37	1.42	26.36	2.78	6.82	3.80	5.26	0.66	237.27	89.75	54.35	NA	NA	26.06	49.50	4.09	14.25	1.96	0.31	1.52	0.19	1.35	0.25	1.29	0.27	2.43	0.43	NA	2.32	685.33	562.27	60.98	5.64	20.82	705.33	109.17
6	RU65-7976	martite	11OD	Deposit edge NE, Presence of BIF?	11OD1c-18	431.20	97.81	524.07	833.76	19.22	166.33	0.05	196.56	66.55	1.21	26.27	1.61	8.65	4.64	11.82	6.48	36.97	17.75	7.26	1.66	425.89	100.47	88.74	NA	NA	23.16	61.92	4.44	16.42	1.78	0.34	1.32	0.30	2.19	0.45	1.77	0.40	3.46	0.65	NA	3.32	880.14	1160.54	121.28	11.81	30.93	1218.38	125.86
7	RU65-7976	martite	11OD	Deposit edge NE, Presence of BIF?	11OD1c-4	431.20	36.20	409.34	577.70	13.99	75.60	0.05	136.36	31.42	0.27	48.87	1.66	5.00	1.17	49.04	2.79	0.59	3.73	3.21	0.71	194.23	44.24	12.48	NA	NA	23.76	70.43	7.78	24.99	1.83	0.29	1.37	0.13	0.64	0.20	0.50	0.11	0.84	0.18	NA	2.47	548.86	116.63	12.99	1.19	3.84	116.66	136.26
8	RU65-7976	martite	11OD	Deposit edge NE, Presence of BIF?	11OD1c-5	431.20	135.46	971.14	2550.03	32.81	666.63	0.05	104.24	38.97	0.22	63.10	1.31	4.21	4.97	56.79	3.11	7.31	8.60	271.29	0.88	1046.86	21.22	4.55	NA	NA	306.86	664.11	86.76	408.88	82.16	8.63	62.76	9.84	60.66	11.96	37.73	5.30	47.78	7.62	NA	8.39	211.90	670.81	69.84	17.76	170.89	712.82	2072.34
47	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-1	1808.80	27.74	750.11	495.94	13.28	498.51	0.19	24.87	1.70	0.23	10.13	1.56	0.11	0.67	0.32	5.81	23.00	0.18	0.50	0.60	5.53	350.18	410.53	6.89	1.10	5.45	7.25	0.53	1.06	0.06	0.06	0.16	0.03	0.03	0.06	0.20	0.05	0.22	0.08	0.05	0.05	9248.00	532.59	73.02	4.81	0.06	637.19	15.73
48	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-10	1808.80	28.37	496.15	579.12	14.63	521.50	0.18	24.53	0.81	0.23	12.11	1.54	0.00	1.89	2.72	6.56	9.63	0.11	0.65	0.04	1.13	388.96	427.14	5.70	1.02	5.49	7.21	0.50	1.12	0.15	0.02	0.17	0.01	0.15	0.01	0.10	0.04	0.25	0.07	0.04	0.05	9660.47	290.31	36.83	0.63	0.09	319.29	15.93
49	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-11	1808.80	60.72	667.26	662.55	26.97	480.70	0.49	67.14	1.32	1.00	11.64	1.62	0.08	41.64	1.96	6.12	26.13	0.54	2.21	0.36	4.85	192.88	724.25	12.02	3.11	10.83	15.62	1.22	3.09	0.17	0.10	0.58	0.05	0.49	0.09	0.32	0.06	1.06	0.25	0.05	0.16	6198.76	885.32	106.60	4.56	0.14	1016.53	36.13
50	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-12	1808.80	55.28	1339.10	39261.28	363.17	860.56	0.27	129.88	2.06	2.15	11.63	1.92	0.17	17661.64	5.47	9.69	57.29	7.51	2.88	0.44	8.45	320.52	489.06	20.47	182.36	230.37	341.87	26.36	64.13	5.21	2.24	3.09	0.27	1.20	0.18	0.27	0.06	0.51	0.10	0.11	0.14	7063.55	535.32	66.81	7.35	2.42	531.44	678.73
51	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-13	1808.80	28.49	832.86	3016.81	12.12	434.74	0.15	73.90	2.19	0.60	14.82	2.20	0.32	96.05	1.69	6.24	49.45	1.88	3.01	0.43	8.66	326.93	715.47	19.18	31.73	26.73	41.69	2.68	7.56	0.78	0.11	0.79	0.09	0.45	0.16	0.57	0.10	1.20	0.18	0.00	0.09	8921.99	876.23	107.86	6.77	0.28	1015.35	86.10
52	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-14	1808.80	34.30	682.58	842.22	43.77	417.56	0.33	13.55	3.75	0.18	22.82	3.15	0.52	5.32	3.17	6.50	44.25	2.03	6.56	0.88	6.98	692.15	819.91	17.20	4.12	49.21	66.82	4.80	12.99	1.57	0.22	0.92	0.08	0.94	0.33	1.10	0.26	2.03	0.36	0.00	0.01	13715.99	1013.11	129.00	7.32	0.48	1186.54	148.18
53	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-15	1808.80	21.76	413.81	3903.02	13.42	1205.27	0.16	113.61	4.02	0.68	18.70	2.14	0.28	47.53	4.23	5.10	42.78	3.09	2.65	0.49	10.61	524.08	553.79	25.53	6.93	23.73	32.62	1.94	4.55	0.40	0.10	0.35	0.10	0.77	0.15	0.50	0.09	0.85	0.20	0.04	0.16	11339.32	371.64	51.92	7.47	0.57	413.68	68.99
54	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-16	1808.80	37.33	453.51	7298.85	30.53	393.34	0.15	11.49	1.10	0.33	13.96	2.20	0.07	70.85	0.27	5.76	13.34	0.91	2.10	0.09	0.84	245.06	890.08	5.28	3.98	26.17	35.05	2.28	5.54	0.39	0.05	0.36	0.07	0.32	0.07	0.45	0.06	0.69	0.19	0.00	0.03	10470.74	866.41	102.96	0.97	0.21	1022.23	73.79
55	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-17	1808.80	34.35	602.75	10005.07	26.63	424.93	0.35	45.32	2.84	0.53	12.67	1.71	0.07	37.25	0.93	5.88	27.17	1.39	2.86	0.34	7.71	461.82	660.28	12.13	6.51	19.29	26.88	1.92	5.41	0.30	0.18	0.49	0.09	0.65	0.12	0.45	0.08	0.83	0.21	0.14	0.05	7930.58	691.78	86.04	3.68	0.19	723.47	59.74
56	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-18	1808.80	31.19	300.36	2473.47	8.97	337.74	0.40	32.81	2.54	0.14	18.32	2.72	0.06	32.96	2.22	6.24	31.00	1.02	3.57	0.24	7.08	723.27	599.67	15.73	3.65	34.97	52.76	3.46	8.92	0.75	0.13	0.57	0.12	0.60	0.11	0.70	0.20	1.10	0.28	0.04	0.04	10875.56	605.97	77.60	5.46	0.57	618.66	108.23
57	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-19	1808.80	30.57	443.37	11472.65	20.11	372.15	0.14	122.31	3.85	0.64	11.33	1.29	0.35	7978.01	3.89	5.04	48.33	1.34	2.25	0.88	16.04	364.37	580.98	20.92	2.75	17.26	24.45	1.79	4.39	0.47	0.11	0.29	0.03	0.38	0.11	0.41	0.11	0.85	0.18	0.12	0.08	5278.97	552.30	68.82	9.93	0.28	522.42	53.07
58	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-2	1808.80	26.88	1058.90	462.15	33.20	455.43	0.16	16.17	0.80	0.24	10.33	1.14	0.07	2.62	1.63	6.61	24.93	3.36	1.55	0.14	2.15	114.11	741.07	9.01	58.23	12.56	18.51	1.33	3.94	0.44	0.10	0.06	0.10	0.47	0.04	0.37	0.05	0.75	0.16	0.12	0.01	7457.45	1164.75	144.61	2.96	0.19	1419.87	40.41
59	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-20	1808.80	22.05	905.39	540.15	34.04	511.31	0.20	5.56	0.09	0.64	7.96	0.76	0.08	5.69	0.35	7.93	6.21	0.17	0.72	0.04	0.17	107.85	242.50	5.12	6.34	5.47	8.48	0.59	2.39	0.03	0.07	0.05	0.02	0.19	0.02	0.08	0.04	0.66	0.10	0.05	0.00	3781.69	614.80	70.46	0.28	0.25	645.26	18.90
60	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-3	1808.80	34.03	487.68	4691.87	13.46	522.79	0.19	65.56	2.07	0.90	13.26	1.92	0.29	5.03	0.89	6.14	45.72	1.01	3.65	0.53	8.36	494.94	533.21	14.30	1.88	33.97	44.66	3.29	9.18	1.15	0.12	0.58	0.08	0.64	0.19	0.78	0.12	0.92	0.25	0.10	0.10	15986.06	750.63	96.88	5.81	0.42	813.61	99.57
61	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-4	1808.80	30.22	365.89	576.88	14.62	1741.22	0.20	12.29	1.79	0.53	16.53	2.21	0.09	3.12	6.45	5.69	24.86	3.69	3.33	0.35	3.02	622.16	598.45	7.70	6.17	29.67	40.28	2.61	6.63	0.40	0.08	0.35	0.05	0.56	0.08	0.51	0.05	1.32	0.27	0.10	0.00	18642.88	517.97	69.87	5.19	0.24	574.74	86.20
62	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-5	1808.80	23.49	394.35	15765.14	15.04	1335.68	0.20	129.91	5.88	1.45	17.62	2.28	1.02	28.74	0.83	5.26	60.19	1.59	2.24	0.97	14.47	456.18	417.13	22.43	5.00	15.68	18.67	1.47	3.67	0.09	0.10	0.14	0.07	0.50	0.12	0.42	0.05	0.51	0.15	0.05	0.06	16614.63	358.36	49.25	8.99	0.41	372.25	43.87
63	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-6	1808.80	27.00	180.47	560.68	43.77	439.96	0.15	73.68	3.33	0.77	20.07	6.02	0.41	39.21	5.69	5.58	39.99	2.18	4.70	1.26	20.17	807.80	408.25	14.91	3.61	48.75	69.17	5.07	11.26	1.11	0.21	1.04	0.10	0.55	0.11	0.51	0.10	1.44	0.29	0.05	0.09	19968.93	261.90	42.86	11.48	0.27	286.83	144.41
64	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-7	1808.80	17.72	123.77	401.12	11.31	406.82	0.15	6.46	0.63	0.59	12.73	1.99	0.10	3.64	0.64	5.41	12.38	0.21	1.60	0.02	0.60	511.97	503.82	4.70	2.98	22.95	29.99	1.74	3.78	0.28	0.11	0.22	0.03	0.16	0.09	0.44	0.09	0.49	0.16	0.03	0.01	12113.61	1098.41	133.98	1.20	0.23	1324.97	62.12
65	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-8	1808.80	15.94	251.24	563.16	10.53	366.65	0.12	125.87	2.69	1.40	11.62	1.96	0.00	1441.30	1.76	5.13	51.13	0.91	1.22	0.94	13.72	453.74	439.72	18.75	5.36	11.24	15.20	0.96	2.36	0.42	0.03	0.18	0.03	0.22	0.04	0.25	0.07	0.62	0.07	0.03	0.14	10268.63	547.05	72.94	8.59	0.31	612.56	32.90
66	RD1988	Oscillatory-zoned	7295ABW	SE lobe, deep mineralization	7295BW-9	1808.80	15.65	823.88	858.22	45.89	1053.90	0.15	0.52	0.34	0.22	12.19	1.45	0.10	0.63	0.24	8.48	38.84	0.76	9.58	0.00	0.28	273.03	769.52	9.63	1.71	85.01	122.52	8.96	21.79	2.07	0.43	1.58	0.20	1.44	0.49	1.61	0.26	2.09	0.35	0.00	0.01	6532.62	1694.81	208.50	0.97	0.20	1942.57	258.37
